record_id,title_abstract_decision,exclusion_reason,rationale
R7E50DCCB62FD,exclude,E01,"Randomized trial of peer support for HIV pre-ART care engagement in Uganda (reports a 'safe water vessel adherence' secondary outcome within an HIV-care intervention); primary focus is HIV care engagement, not water/sanitation service access."
RE0A6B1685907,exclude,E01,"Essay on foreign aid effectiveness theory with case studies including Lagos solid-waste management; foreign-aid theory, not focused on water/sanitation access."
R0E7E237249FB,exclude,E01,"Historical study of campesino agrarian-reform activism in 1930s Chiapas, Mexico; unrelated topic."
R01D09DA092C7,exclude,E01,Review essay on post-Soviet Russian political/administrative transformation; unrelated topic.
RCF72746A969A,exclude,E01,Theoretical essay on surveillance studies and post-panopticon control; unrelated topic.
R5916B2EB2BCA,exclude,E01,Ethnographic study of a teenage health/substance-abuse project in rural California; unrelated topic.
RF28309377F36,exclude,E01,Historical essay on the concept of privacy; unrelated topic.
R6496E658A78A,exclude,E01,Essay on changing administrative ethos and corruption in reform-era Chinese bureaucracy; unrelated topic.
R04060EBDAA33,exclude,E01,Review of an edited volume on Bourdieu and democratic politics; unrelated topic.
R902A4DC62412,exclude,E01,"Qualitative study of local officials' frames linking living conditions to hypertension risk in a Colombian municipality; health/hypertension, not water/sanitation service access."
RF1B9C0766965,exclude,E01,Intellectual history of secularization theory in postwar German Christian Democracy; unrelated topic.
R2599EFDCC8A1,exclude,E01,Study of bureaucratic discretion and legislative budget oversight in Mexico (2001-2012); unrelated topic.
RA4DAFEDEC722,exclude,E01,Principal-agent theoretical model of political corruption; unrelated topic.
R4C292EA6C26B,exclude,E01,"Analysis of US educational infrastructure and literacy instruction quality; education, not water/sanitation."
R555E7BB10BE4,exclude,E01,Obituary/retrospective on political scientist James Q. Wilson; unrelated topic.
R67DC8796D854,exclude,E01,Essay on Raymundo Faoro's thesis of a Brazilian bureaucratic ruling stratum; unrelated topic.
R140ABEB0A67A,exclude,E01,Grounded-theory study of bureaucratically distorted communication in managed mental health care; unrelated topic.
RFD055CF25C88,exclude,E01,Essay on integrating patriarchy theory into intimate-partner violence research; unrelated topic.
R66DCE056EFE8,exclude,E01,Historical study of bureaucratic state formation and contested space in colonial Makassar; unrelated topic.
RFD29E3E92462,exclude,E01,"Historical study of democracy, bureaucracy and difference in US community-development politics since 1968; unrelated topic."
RA92355BA2DA7,exclude,E01,"Survey/interview study of street-level bureaucrats implementing welfare reform in English homelessness services; homelessness, not water/sanitation."
R8D7464FFC8F5,exclude,E01,"Construction of a resource-infrastructure-environment progress index comparing Australia, Mexico and the US; general progress index, not water/sanitation access specific."
RA5C68295B35C,exclude,E01,Theoretical essay on reflexive vs positive science in sociology; unrelated topic.
R0520E99AD810,exclude,E01,Introductory reflection on universities under political duress; unrelated topic.
R706910C27987,exclude,E01,"Book review on the US military draft, 1940-1973; unrelated topic."
RDDC52BEE1815,exclude,E01,Methodological essay on 'overponderabilia' in qualitative research on one's own culture; unrelated topic.
R9F6C828B642E,exclude,E01,Book reviews on feminist interventions in organization theory; unrelated topic.
RA77E20E8B6DF,exclude,E01,Statistical study of the salary effect of faculty unionism in Canada; unrelated topic.
RFC91E7A1A3DE,exclude,E01,Reflective essay on Mao Zedong's legacy; unrelated topic.
R652BD5B6DE5D,exclude,E01,Book review on bureaucracy and reform in the US child welfare system; unrelated topic.
R8CD073C1219E,exclude,E01,Case studies of integrating environmental and economic policymaking in China/Taiwan; unrelated topic.
R034EFA79679A,exclude,E01,Study of neighborhood-environment perceptions and recreational walking among older Hong Kong Chinese; unrelated topic.
RB64648D3445D,exclude,E01,Editorial introducing articles on Canadian social policy under the Harper government; unrelated topic.
R27311C562565,exclude,E01,Essay questioning the extent of 'global civil society'; unrelated topic.
R0926BD19A493,exclude,E01,Essay on state-building and taxation in Latin America; unrelated topic.
R18FBEFAD91A3,exclude,E01,"Panel-data study of family planning program effects on contraceptive use in Morocco; family planning, not water/sanitation."
RE5BCE33437F1,exclude,E01,"Proposal of a resource-infrastructure-environment composite progress indicator methodology; general progress metric, not water/sanitation access specific."
RF8729C1F0D54,exclude,E01,Overview of using state administrative databases for substance-abuse services research; unrelated topic.
R0D4888F454F3,exclude,E01,Essay on international progress in qualitative-data archiving practices; unrelated topic.
REEB4C3272088,exclude,E01,Review of theoretical perspectives on workplace computerization; unrelated topic.
R54AB40DF6846,exclude,E01,Historical study of Thai women depicted in old mural paintings; unrelated topic.
R158BCE88E24C,exclude,E01,Study of institutional building of Brazilian foreign-trade policy bureaucracy under Cardoso; unrelated topic.
RBBE3427B9266,exclude,E01,Essay on radical politics and anti-bureaucracy centralism critique; unrelated topic.
R81FB4DA2985A,exclude,E01,"Commentary on an Australian election covering refugees, health, education and infrastructure generally; not water/sanitation specific."
R3F1B14DEE61E,exclude,E01,"Socio-ecological study of urban green-space use in Karachi, Pakistan; unrelated topic."
R8C99CDCE7DF3,exclude,E01,"Community-based participatory study of health care use/barriers among Latino immigrants in Cincinnati; health care, not water/sanitation."
R08B807B4AC53,exclude,E01,Reflective essay on dual physician-anthropologist practice in a US women's jail; unrelated topic.
RA13F7F94F5E6,exclude,E01,"Analysis of stalled South American regional energy-sector integration institutions; energy, not water/sanitation."
RFAE84620E61C,exclude,E01,Essay on 'old' vs 'new' institutionalism in bureaucracy/social-policy theory; unrelated topic.
RD3577E4A8226,exclude,E01,Analysis of barriers to multi-modal European freight transport network efficiency; unrelated topic.
RCD23EB16FDE3,exclude,E01,Essay on the global network society and public sphere; unrelated topic.
RCAF20CFCEC75,exclude,E01,Study of intellectual-property enforcement politics/bureaucracy in China; unrelated topic.
R340B0D5C5781,exclude,E01,"Literature review of theme park research in China; tourism, not water/sanitation."
RDA3C155980FA,exclude,E01,"Engineering analysis of smart-grid technologies for improving US electric grid utilization; energy engineering, not water/sanitation."
RE0D773E636FB,exclude,E01,Essay on controversies in international development aid to developing countries; unrelated topic.
R40E27249C946,exclude,E01,Study of Brazilian private-sector interests in the Nacala logistics corridor cooperation in Mozambique; unrelated topic.
RAD15E30D0577,exclude,E01,Book review tribute on the changing map of Europe; unrelated topic.
RAA69EAAEBAB3,exclude,E01,Conceptual essay on the changing social division of paid/unpaid care in Australia; unrelated topic.
R6ACB50C04B72,exclude,E01,Survey study of 'managerial care' among employed Canadian informal caregivers of older relatives; unrelated topic.
RF13D814738D5,exclude,E01,"Analysis of tourism/recreational potential of the Ternopil region, Ukraine; unrelated topic."
R2B835B0B1224,exclude,E01,Reflective essay on defining 'good' critical research in psychology; unrelated topic.
R43EABCA5E9B9,exclude,E01,Cross-linguistic study of the interjection 'Huh?' as a universal conversational repair word; unrelated topic.
R540FE22EC6E2,exclude,E01,Analysis of China's emerging 'network capitalism' industrial governance system; unrelated topic.
R4B635DC64C61,exclude,E01,Comparative study of social/political economy of care policy reforms in Japan and South Korea; unrelated topic.
RB4EE047CE4F4,exclude,E01,Historical study of state-civil society cooperation via colonial consulados in the Spanish Empire; unrelated topic.
R97BDA7E5359E,exclude,E01,Analysis of Malaysia's knowledge-economy/business-services strategy; unrelated topic.
RA12E9A0D2E36,exclude,E01,Discussion of technology transfer between HIV-prevention researchers and service providers; unrelated topic.
R810EF194009C,exclude,E01,Essay on institutional reform for gender-equal service delivery/accountability; not specific to water/sanitation.
R016EF2D2C3BD,exclude,E01,Commentary on the state of US health care reform; unrelated topic.
RC3A1BC33079E,exclude,E01,Historical/oral-tradition study of the founding of the Kingdom of Bunyoro; unrelated topic.
R9DF54B3B911B,exclude,E01,"Case study of centrally sponsored health/nutrition schemes in the Andaman and Nicobar Islands; health/nutrition, not water/sanitation."
RD0AD1B58E1E0,exclude,E01,"GIS analysis of landmine contamination and civil safety in Dalmatian Zagora, Croatia; unrelated topic."
R8BF56FA014BA,exclude,E01,Review of system-level HIV/AIDS prevention interventions; unrelated topic.
R9CF2380037CC,exclude,E01,Book review on contested police systems across five European countries; unrelated topic.
RD66FC81E5201,exclude,E01,Book review on social mechanisms of cooperation in a corporate law partnership; unrelated topic.
R3089A2088957,exclude,E01,Book review on intergovernmental decision-making in cities; unrelated topic.
R263DD44E4BE3,exclude,E01,Ranking study of Spanish regions' sports-facility infrastructure planning; unrelated topic.
R6E0A8C63B65E,exclude,E01,Book review on the structure of women's nonprofit organizations; unrelated topic.
R2FD8BB2EC88C,exclude,E01,Study of the Capability Maturity Model's effect on software-development work organization; unrelated topic.
R54C9DD71E41E,exclude,E01,Economic-model study of police agency corruption and integrity/culture/scale; unrelated topic.
R4D2CE6D60E4E,exclude,E01,"Survey study of push/pull migration factors into Bangalore, India; unrelated topic."
